"key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"rayyan-100677300","High-precision density mapping of marine debris and floating plastics via satellite imagery",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Abstract The last couple of years has been ground-breaking for marine pollution monitoring purposes. It has been suggested that combining multi-spectral satellite information and machine learning approaches are effective to monitor plastic pollutants in the ocean environment. Recent research has made theoretical progress in identifying marine debris and suspected plastic (MD&amp;SP) through machine learning whereas no study has fully explored the application of these methods for mapping and monitoring marine debris density. Therefore, this article consists of three main components: (1) the development and validation of a supervised machine learning marine debris detection model, (2) to map the MD&amp;SP density into an automated tool called MAP-Mapper and finally (3) evaluation of the entire system for out-of-distribution (OOD) test locations. Developed MAP-Mapper architectures provide users with options to achieve high precision ( abbv. -HP) or optimum precision-recall ( abbv. -Opt) values in terms of training/test dataset. Our MAP-Mapper-HP model greatly increases the MD&amp;SP detection precision to 95%, while the MAP-Mapper-Opt achieves 87–88% precision–recall pair. To efficiently measure density mapping findings at OOD test locations, we propose the Marine Debris Map (MDM) index, which combines the average probability of a pixel belonging to the MD&amp;SP class and the number of detections in a given time frame. The high MDM findings of the proposed approach are found to be consistent with existing marine litter and plastic pollution areas, and these are presented with available evidence citing literature and field studies.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean","https://doi.org/10.1038/s41598-023-33612-2",NA,NA,NA
"rayyan-100677310","Sea Ice Extent Prediction with Machine Learning Methods and Subregional Analysis in the Arctic",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"The decline of sea ice in the Arctic region is a critical indicator of rapid global warming and can also influence the feedback processes in the Arctic, so the prediction of sea ice extent and thickness plays an important role in climate modeling and prediction. This paper uses machine learning methods to predict the sea ice extent, and by adjusting the methods and factors, which include the climate variables, the past sea ice extent, and the simple linear-regression-simulated sea ice extent, then we found the best combination to give the result with the highest R2 score. We noticed that with longer periods of past sea ice extent data and shorter periods of climate data, the results appeared to be better. This might be related to the difference in climate and ocean memory. The sub-region sea ice extent prediction shows that the regions with whole-year ice cover are easier to predict and that those regions with sudden weather changes and significant seasonal variability appear to have lower R2 scores in the sea ice extent prediction.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean","https://doi.org/10.3390/atmos14061023",NA,NA,NA
"rayyan-100677319","Algal bloom ties: Systemic biogeochemical stress and Chlorophyll-a shift forecasting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Algae are deemed to be the highest carbon drawdown contributors in the world. Almost half of the world’s organic carbon is fixed by marine phytoplankton, especially during algal blooms, despite accounting for less than one percent of the total photosynthetic biomass on Earth. Nonetheless, there are growing concerns about the rise of harmful algal blooms in terms of their persistence and distribution that is a fingerprint of both global climate and local anthropogenic pressure. A novel forecasting model – combining transfer entropy network inference and a forecasting convolution neural-network – is used to predict bloom and non-bloom epidemic regimes, and their environmental determinants to define bloom sources, causes and systemic risk. The model shows high forecasting skills by extracting salient ecosystem features even without spatial dependencies. We defined a 2D entropic ecosystem mandala where the ecological impact, manifested by the distribution’s randomness of Cyanobacteria-driven chlorophyll-a (CHL-a), is proportional to the systemic environmental pressure/stress determined by a set of erratic ocean/climate and coastal/nutrient factors. Originally, a spatial risk was defined based on CHL-a magnitude, persistence and shifts. Considering the temporal variability of CHL-a in Florida Bay (FL Bay) as a case-study, we show how shifts in algal blooms are becoming more persistent in shallow areas with higher dinoflagellate/diatom ratio. This emphasizes the likely key role of cyanobacteria disorganization into phytoplankton organization, and thus the role of land discharge into the marine microbiome balance. This presents major challenges considering the increasing potential causality of green–blue algal blooms (river-dominated) for harmful red-tides with cascading socio-ecological effects, including carbon cycling alteration and ingrained eutrophication in coastal ecosystems. A universal threshold on the top 20% Pareto CHL-a extremes clearly defines bloom and non-bloom regimes independently of being endemic or epidemic, underpinned by distinct eco-environmental interactions, where the largest biogeochemical stress is structurally scale-free with CHL-a as the hub. Forecasting algal bloom in short- and long-term is indispensable for quantifying ecosystem health considering coastal-marine habitats, species and humans, as well as impacts into environmental processes such as carbon sequestration capacity. However, the increasing disorganization of biogeochemical stress decreases our forecasting ability of algal blooms except during outbreaks when is too late for prevention. This has impacts for investigating and controlling eco-environmental determinants of undesired algal bloom emergence and spread.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean","https://doi.org/10.1016/j.ecolind.2023.110760",NA,NA,NA
"rayyan-100677343","A hybrid decomposition and Machine learning model for forecasting Chlorophyll-a and total nitrogen concentration in coastal waters",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean | USER-NOTES: {""Maria""=>[""Information regarding Chlorophyll-a (ChlA) and total nitrogen (TN) is critical for early warning of algal blooms. However, reliable models for accurate forecasting of the ChlA and TN are still lacking due to the optical complexity of coastal waters. To address this issue, we proposed a novel hybrid model named the CEEMDAN-VMD-XGBOOST-SARIMA (CVXS) model to forecast ChlA and TN concentrations. The model performance was validated at three hydrological monitoring stations in Hong Kong, China. Four independent models including extreme gradient boosting (XGBoost), support vector regression (SVR), deep learning (DL), and Seasonal autoregressive integrated moving average (SARIMA), and three hybrid models including complete ensemble empirical mode decomposition with adaptive noise (CEEMDAN)-XGBoost, CEEMDAN-SVR, and CEEMDAN-DL were developed to compare their performance with the CVXS model."", ""In addition, the physical mechanisms of the CVXS model were further explored through correlation analysis between the decomposed time series of water quality parameters. The result indicated that (1) the CVXS model had the best accuracy among all models for forecasting ChlA and TN, and all the NSEs remained above 0.97 at three hydrological monitoring stations. For forecasting ChlA, the performance of the eight models is ranked as CVXS > CEEMDAN-XGBoost > CEEMDAN-DL > CEEMDAN-SVR > XGBoost > DL > SARIMA > SVR. "", ""For forecasting TN, the performance of the eight models is ranked as CVXS > CEEMDAN-XGBoost > CEEMDAN-DL > CEEMDAN-SVR > XGBoost > SVR > SARIMA > DL; (2) the optimal forecasting time horizons of the CVXS model were one to two months; and (3) the variability of ChlA and TN concentrations induced by hydrologic factors has been inherently embedded in the decomposed time series data, thus providing the theoretical basis for the CVXS model forecasting water quality parameters. The results of this study are promising with respect to forecasting algal blooms and coastal water resource management.""]}","https://doi.org/10.1016/j.jhydrol.2023.129207",NA,NA,NA
"rayyan-100677429","Parameterizing Vertical Mixing Coefficients in the Ocean Surface Boundary Layer Using Neural Networks",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Abstract Vertical mixing parameterizations in ocean models are formulated on the basis of the physical principles that govern turbulent mixing. However, many parameterizations include ad hoc components that are not well constrained by theory or data. One such component is the eddy diffusivity model, where vertical turbulent fluxes of a quantity are parameterized from a variable eddy diffusion coefficient and the mean vertical gradient of the quantity. In this work, we improve a parameterization of vertical mixing in the ocean surface boundary layer by enhancing its eddy diffusivity model using data‐driven methods, specifically neural networks. The neural networks are designed to take extrinsic and intrinsic forcing parameters as input to predict the eddy diffusivity profile and are trained using output data from a second moment closure turbulent mixing scheme. The modified vertical mixing scheme predicts the eddy diffusivity profile through online inference of neural networks and maintains the conservation principles of the standard ocean model equations, which is particularly important for its targeted use in climate simulations. We describe the development and stable implementation of neural networks in an ocean general circulation model and demonstrate that the enhanced scheme outperforms its predecessor by reducing biases in the mixed‐layer depth and upper ocean stratification. Our results demonstrate the potential for data‐driven physics‐aware parameterizations to improve global climate models.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean","https://doi.org/10.1029/2023ms003890",NA,NA,NA
"rayyan-100677459","Quad-FPN: A Novel Quad Feature Pyramid Network for SAR Ship Detection",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Ship detection from synthetic aperture radar (SAR) imagery is a fundamental and significant marine mission. It plays an important role in marine traffic control, marine fishery management, and marine rescue. Nevertheless, there are still some challenges hindering accuracy improvements of SAR ship detection, e.g., complex background interferences, multi-scale ship feature differences, and indistinctive small ship features. Therefore, to address these problems, a novel quad feature pyramid network (Quad-FPN) is proposed for SAR ship detection in this paper. Quad-FPN consists of four unique FPNs, i.e., a DEformable COnvolutional FPN (DE-CO-FPN), a Content-Aware Feature Reassembly FPN (CA-FR-FPN), a Path Aggregation Space Attention FPN (PA-SA-FPN), and a Balance Scale Global Attention FPN (BS-GA-FPN). To confirm the effectiveness of each FPN, extensive ablation studies are conducted. We conduct experiments on five open SAR ship detection datasets, i.e., SAR ship detection dataset (SSDD), Gaofen-SSDD, Sentinel-SSDD, SAR-Ship-Dataset, and high-resolution SAR images dataset (HRSID). Qualitative and quantitative experimental results jointly reveal Quad-FPN’s optimal SAR ship detection performance compared with the other 12 competitive state-of-the-art convolutional neural network (CNN)-based SAR ship detectors. To confirm the excellent migration application capability of Quad-FPN, the actual ship detection in another two large-scene Sentinel-1 SAR images is conducted. Their satisfactory detection results indicate the practical application value of Quad-FPN in marine surveillance.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean","https://doi.org/10.3390/rs13142771",NA,NA,NA
"rayyan-100677471","Physics-informed deep-learning parameterization of ocean vertical mixing improves climate simulations",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Uncertainties in ocean-mixing parameterizations are primary sources for ocean and climate modeling biases. Due to lack of process understanding, traditional physics-driven parameterizations perform unsatisfactorily in the tropics. Recent advances in the deep-learning method and the new availability of long-term turbulence measurements provide an opportunity to explore data-driven approaches to parameterizing oceanic vertical-mixing processes. Here, we describe a novel parameterization based on an artificial neural network trained using a decadal-long time record of hydrographic and turbulence observations in the tropical Pacific. This data-driven parameterization achieves higher accuracy than current parameterizations, demonstrating good generalization ability under physical constraints. When integrated into an ocean model, our parameterization facilitates improved simulations in both ocean-only and coupled modeling. As a novel application of machine learning to the geophysical fluid, these results show the feasibility of using limited observations and well-understood physical constraints to construct a physics-informed deep-learning parameterization for improved climate simulations.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean","https://doi.org/10.1093/nsr/nwac044",NA,NA,NA
"rayyan-100677574","LS-SSDD-v1.0: A Deep Learning Dataset Dedicated to Small Ship Detection from Large-Scale Sentinel-1 SAR Images",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Ship detection in synthetic aperture radar (SAR) images is becoming a research hotspot. In recent years, as the rise of artificial intelligence, deep learning has almost dominated SAR ship detection community for its higher accuracy, faster speed, less human intervention, etc. However, today, there is still a lack of a reliable deep learning SAR ship detection dataset that can meet the practical migration application of ship detection in large-scene space-borne SAR images. Thus, to solve this problem, this paper releases a Large-Scale SAR Ship Detection Dataset-v1.0 (LS-SSDD-v1.0) from Sentinel-1, for small ship detection under large-scale backgrounds. LS-SSDD-v1.0 contains 15 large-scale SAR images whose ground truths are correctly labeled by SAR experts by drawing support from the Automatic Identification System (AIS) and Google Earth. To facilitate network training, the large-scale images are directly cut into 9000 sub-images without bells and whistles, providing convenience for subsequent detection result presentation in large-scale SAR images. Notably, LS-SSDD-v1.0 has five advantages: (1) large-scale backgrounds, (2) small ship detection, (3) abundant pure backgrounds, (4) fully automatic detection flow, and (5) numerous and standardized research baselines. Last but not least, combined with the advantage of abundant pure backgrounds, we also propose a Pure Background Hybrid Training mechanism (PBHT-mechanism) to suppress false alarms of land in large-scale SAR images. Experimental results of ablation study can verify the effectiveness of the PBHT-mechanism. LS-SSDD-v1.0 can inspire related scholars to make extensive research into SAR ship detection methods with engineering application value, which is conducive to the progress of SAR intelligent interpretation technology.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean","https://doi.org/10.3390/rs12182997",NA,NA,NA
"rayyan-100677594","Quantifying Errors in Observationally Based Estimates of Ocean Carbon Sink Variability",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Abstract Reducing uncertainty in the global carbon budget requires better quantification of ocean CO 2 uptake and its temporal variability. Several methodologies for reconstructing air‐sea CO 2 exchange from pCO 2 observations indicate larger decadal variability than estimated using ocean models. We develop a new application of multiple Large Ensemble Earth system models to assess these reconstructions' ability to estimate spatiotemporal variability. With our Large Ensemble Testbed, pCO 2 fields from 25 ensemble members each of four independent Earth system models are subsampled as the observations and the reconstruction is performed as it would be with real‐world observations. The power of a testbed is that the perfect reconstruction is known for each of the original model fields; thus, reconstruction skill can be comprehensively assessed. We find that a neural‐network approach can skillfully reconstruct air‐sea CO 2 fluxes when it is trained with sufficient data. Flux bias is low for the global mean and Northern Hemisphere, but can be regionally high in the Southern Hemisphere. The phase and amplitude of the seasonal cycle are accurately reconstructed outside of the tropics, but longer‐term variations are reconstructed with only moderate skill. For Southern Ocean decadal variability, insufficient sampling leads to a 31% (15%:58%, interquartile range) overestimation of amplitude, and phasing is only moderately correlated with known truth ( r = 0.54 [0.46:0.63]). Globally, the amplitude of decadal variability is overestimated by 21% (3%:34%). Machine learning, when supplied with sufficient data, can skillfully reconstruct ocean properties. However, data sparsity remains a fundamental limitation to quantification of decadal variability in the ocean carbon sink.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean","https://doi.org/10.1029/2020gb006788",NA,NA,NA
"rayyan-100677596","20th century cooling of the deep ocean contributed to delayed acceleration of Earth’s energy imbalance",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Abstract The historical evolution of Earth’s energy imbalance can be quantified by changes in the global ocean heat content. However, historical reconstructions of ocean heat content often neglect a large volume of the deep ocean, due to sparse observations of ocean temperatures below 2000 m. Here, we provide a global reconstruction of historical changes in full-depth ocean heat content based on interpolated subsurface temperature data using an autoregressive artificial neural network, providing estimates of total ocean warming for the period 1946-2019. We find that cooling of the deep ocean and a small heat gain in the upper ocean led to no robust trend in global ocean heat content from 1960-1990, implying a roughly balanced Earth energy budget within −0.16 to 0.06 W m −2 over most of the latter half of the 20th century. However, the past three decades have seen a rapid acceleration in ocean warming, with the entire ocean warming from top to bottom at a rate of 0.63 ± 0.13 W m −2 . These results suggest a delayed onset of a positive Earth energy imbalance relative to previous estimates, although large uncertainties remain.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: ocean","https://doi.org/10.1038/s41467-021-24472-3",NA,NA,NA
