"key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"rayyan-100677218","The impact of AI on carbon emissions: evidence from 66 countries",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy | USER-NOTES: {""Maria""=>[""This study aims to address debate in previous studies on whether AI has a positive or negative effect on carbon emission reduction. We used quantile regression and PSTR models to study the diverse impacts of AI on carbon emissions in 66 countries from 1993–2019. There were three main findings in this paper. First, the impact of AI on carbon emissions varies across countries, and its effect on carbon reduction is mainly found in high-carbon emission and high-income countries. Second, the industrial structure environment of different countries affects the role of AI in carbon reduction, with its marginal effect in limiting emissions decreasing with the rise of secondary industrial structures. Third, the impact of AI varies in countries based on their different demographic structures. "", ""The marginal effect of AI on carbon emission reduction increases in places with older populations. This study offers unique insight into the heterogeneous impact of AI on CO2 emissions. Our analysis confirms the importance of industrial and demographic structures in promoting carbon emission reduction. We provide effective policy recommendations for economic development and environmental governance.""]}","https://doi.org/10.1080/00036846.2023.2203461",NA,NA,NA
"rayyan-100677238","Toward machine-assisted tuning avoiding the underestimation of uncertainty in climate change projections",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Documenting the uncertainty of climate change projections is a fundamental objective of the inter-comparison exercises organized to feed into the Intergovernmental Panel on Climate Change (IPCC) reports. Usually, each modeling center contributes to these exercises with one or two configurations of its climate model, corresponding to a particular choice of ""free parameter"" values, resulting from a long and often tedious ""model tuning"" phase. How much uncertainty is omitted by this selection and how might readers of IPCC reports and users of climate projections be misled by its omission? We show here how recent machine learning approaches can transform the way climate model tuning is approached, opening the way to a simultaneous acceleration of model improvement and parametric uncertainty quantification. We show how an automatic selection of model configurations defined by different values of free parameters can produce different ""warming worlds,"" all consistent with present-day observations of the climate system.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy","https://doi.org/10.1126/sciadv.adf2758",NA,NA,NA
"rayyan-100677335","Combined artificial intelligence, sustainable land management, and stakeholder engagement for integrated landscape management in Mediterranean watersheds",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy,management | USER-NOTES: {""Maria""=>[""In the context of water scarcity, soil erosion, and biodiversity decline, the Mediterranean basin urges to manage its nearly hundred coastal watersheds in a coordinated manner. To this end, we propose an integrated approach to model socio-ecologic scenarios with Sustainable Land Management (SLM) options at the watershed scale to strengthen the functioning of multiple Ecosystem Services (ES). This is tested in the Mijares watershed in eastern Spain. As a first step, we propose using integrated modeling technology to quickly assess areas of ecosystem goods and services supply and demand within the case study. To this end, we applied ARIES, an AI-driven online modeling platform widely used in the ES community. "", ""Then, we use this information to identify suitable SLM options documented in the WOCAT global database for providing the identified ES. Lastly, to adjust the results to the social-ecological context, we carry out consulting and participatory processes with key stakeholders to incorporate local knowledge of ES and capabilities to adopt SLM measures into the final proposal. As a result of this work, we can model various SLM scenarios, easing decision-making toward more integrated and sustainable land management in the watershed. Given the reproducibility of the used methodologies, our approach can be adopted in other Mediterranean contexts.""]}","https://doi.org/10.1016/j.envsci.2023.04.011",NA,NA,NA
"rayyan-100677349","Transparency and trust in artificial intelligence systems",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy | USER-NOTES: {""Maria""=>[""Assistive technology featuring artificial intelligence (AI) to support human decision-making has become ubiquitous. Assistive AI achieves accuracy comparable to or even surpassing that of human experts. However, often the adoption of assistive AI systems is limited by a lack of trust of humans into an AI’s prediction. This is why the AI research community has been focusing on rendering AI decisions more transparent by providing explanations of an AIs decision. To what extent these explanations really help to foster trust into an AI system remains an open question."", ""In this paper, we report the results of a behavioural experiment in which subjects were able to draw on the support of an ML-based decision support tool for text classification. We experimentally varied the information subjects received and show that transparency can actually have a negative impact on trust. We discuss implications for decision makers employing assistive AI technology.""]}","https://doi.org/10.1080/12460125.2020.1819094",NA,NA,NA
"rayyan-100677401","The contribution of Horticulture 4.0 innovations to more sustainable horticulture",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Robotics, artificial intelligence (AI) and sensor-based solutions offer the opportunity to meet the current challenges in horticulture. To accelerate the integration of these technologies in the horticultural sector, the German Ministry of Agriculture established the funding priority Horticulture 4.0. Twelve research and development (R&D) and a networking and transfer project are funded to ensure international competitiveness and increase sustainability. This paper focuses on potential digital applications to be implemented in horticultural farms and analyses the technologies at the meta level by literature review and qualitative research. First, the 4.0 technologies based in the R&D projects are classified according to Industry 4.0 visions and systemized by degree of digital assistance. Six projects focus on a complete automation of production steps in horticulture, four of them on intelligent pest management. Thus, a use case ""Digital insect trap"" was established with automated detection and counting of insect pests and a digital assistance system for pest management. The results of these analyses provide a basis for future research on technology assessment. The impacts of this use case on sustainability of horticultural production are identified. There are various technical and economic effects on farm management, e.g. investment costs, reduced working time, live pest monitoring without delay and pest management on a broader data base. Less use of pesticides and more biodiversity in field and orchard cultivation are identified as potential ecologic effects. There are no indications that the employment in horticultural farms is affected, but the safety of employee's work place when using autonomous systems could be identified as social effects.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy","https://doi.org/10.1016/j.procs.2022.12.242",NA,NA,NA
"rayyan-100677494","AI for climate: freedom, justice, and other ethical and political challenges",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Artificial intelligence can and should help to build a greener, more sustainable world and to deal with climate change. But these opportunities also raise ethical and political issues that need to be addressed if this project is to be successful. For example, the use of AI and the required data centers may involve high energy consumption, vulnerability to climate change and impact of climate measures differ across the globe and raise issues of justice, and when dealing with climate change in a way that influences or governs human behavior, there are trade-offs between effective measures that mitigate climate change and respecting human freedom. AI may also contribute to increasing humanity’s hyper agency in relation to the planet, thus adding to what is known as the problem of the “Anthropocene”. This article outlines and discusses these issues, with a focus on problems concerning freedom and justice at a global level, and calls for responsible use of AI for climate in the light of these challenges.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy","https://doi.org/10.1007/s43681-020-00007-2",NA,NA,NA
"rayyan-100677641","Transforming Indian Agriculture",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy,management | USER-NOTES: {""Maria""=>[""This paper explores the vital role played by ethnic groups in preserving biodiversity within their natural habitats, focusing on agriculture as the oldest occupation and foundation of all other industries. With market liberalization and globalization, there is a growing need for quick access to reliable information on crop options, technology, inputs, production techniques, services, and the market. Indian farmers have successfully adopted information and communication technology (ICT) models, programs, and projects, enhancing their agricultural practices and global market presence. "", ""To demonstrate this, the study employs data envelopment analysis (DEA) methodology to analyze the efficiency of the top 17 states in India. This research aims to harness the country's potential and formulate growth plans by providing policymakers and decision-makers with valuable guidance. The research presents evidence from secondary data, highlighting the integration of tribal and rural communities into the digital age within a changing society.""]}","https://doi.org/10.1002/9781394242962.ch7",NA,NA,NA
"rayyan-100677646","Unmanned aerial vehicle and artificial intelligence revolutionizing efficient and precision sustainable forest management",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy,management | USER-NOTES: {""Maria""=>[""The ecological value of tropical forests in water conservation district has been of great interest because of their rich vegetation types and higher biomass density than any other land cover types, it is urgent to evaluate the ecological value of tropical forests in water conservation district. However, the monitoring of tropical forests in water conservation district is faced with many problems, such as high forest density, complexity and diversity of the forest structure, complex topography and climate conditions, and the difficulty of access for investigators."", ""In order to solve the above difficulties, this study combined 3D point cloud reconstruction based on Unmanned Aerial Vehicle - Structure from Motion (UAV-SfM) technology with forest type classification based on the Convolutional Neural Network (CNN) method, combined with a small amount of forest permanent sample plot survey data, to accurately evaluate the forest biomass distribution and forest biodiversity in water conservation district. The results show that the overall classification accuracy of the 20 forest types in water conservation district based on the CNN method is 0.61, the overall Kappa coefficient is 0.59, and the conditional Kappa coefficient is concentrated in the range of 0.43–0.85. "", ""The Root Mean Square Error (RMSE) of the plane measurement of UAV-SfM technology is 0.432 m, and the RMSE of the elevation measurement is 0.989 m, the effect of this UAV technology in tropical forest monitoring is superior. Using the techniques mentioned above, this study can effectively and accurately monitor and evaluate the biomass distribution and biodiversity of tropical forests in the water conservation district. Based on the precision forest ecological monitoring data, this study can develop a scientific and reasonable sustainable forest management plan for the water conservation district according to the distribution of forest biomass and biodiversity. "", "" The combination of UAV-SfM technology and the CNN method is an innovative attempt, and the integration of UAV and artificial intelligence technology solves practical problems faced by sustainable forest management. UAV and artificial intelligence will also provide an important foundation for forest ecological environment sustainability assessment research.""]}","https://doi.org/10.1016/j.jclepro.2021.127546",NA,NA,NA
"rayyan-100677663","Are Explanations Helpful? A Comparative Study of the Effects of Explanations in AI-Assisted Decision-Making",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"This paper contributes to the growing literature in empirical evaluation of explainable AI (XAI) methods by presenting a comparison on the effects of a set of established XAI methods in AI-assisted decision making. Specifically, based on our review of previous literature, we highlight three desirable properties that ideal AI explanations should satisfy—improve people’s understanding of the AI model, help people recognize the model uncertainty, and support people’s calibrated trust in the model. Through randomized controlled experiments, we evaluate whether four types of common model-agnostic explainable AI methods satisfy these properties on two types of decision making tasks where people perceive themselves as having different levels of domain expertise in (i.e., recidivism prediction and forest cover prediction). Our results show that the effects of AI explanations are largely different on decision making tasks where people have varying levels of domain expertise in, and many AI explanations do not satisfy any of the desirable properties for tasks that people have little domain expertise in. Further, for decision making tasks that people are more knowledgeable, feature contribution explanation is shown to satisfy more desiderata of AI explanations, while the explanation that is considered to resemble how human explain decisions (i.e., counterfactual explanation) does not seem to improve calibrated trust. We conclude by discussing the implications of our study for improving the design of XAI methods to better support human decision making.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy","https://doi.org/10.1145/3397481.3450650",NA,NA,NA
"rayyan-100677682","Satellites can reveal global extent of forced labor in the world’s fishing fleet",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Significance Forced labor in fisheries is increasingly recognized as a human rights crisis. Until recently, its extent was poorly understood and no tools existed for systematically detecting forced labor risk on individual fishing vessels on a global scale. Here we use satellite data and machine learning to identify these high-risk vessels and find widespread risk of forced labor in the world’s fishing fleet. This information provides new opportunities for unique market, enforcement, and policy interventions. This also provides a proof of concept for how remotely sensed dynamic individual behavior can be used to infer forced labor abuses.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy","https://doi.org/10.1073/pnas.2016238117",NA,NA,NA
"rayyan-100677702","Socially relevant and inclusive operations management",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Many parts of the world are experiencing extreme weather events, energy poverty, food insecurity, and lack of access to basic healthcare. Moreover, concerns over socioeconomic, gender, and racial inequalities are growing. These socially relevant issues are ripe for analysis and improvement using an operations management lens. In this paper, we review some of the relevant research advancements made in the last decade, and identify future research directions on these important topics. In particular, we focus on papers related to sustainable planet (renewable energy, environmentally and socially responsible operations, regulation‐driven operations), agriculture, and public health. For future research directions, we discuss the role of innovative business models and disruptive technologies, such as artificial intelligence (AI) and blockchain, in addressing these pressing issues.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy","https://doi.org/10.1111/poms.13873",NA,NA,NA
"rayyan-100677743","NAVIGATING THE LEGAL COMPLEXITIES OF ARTIFICIAL INTELLIGENCE IN GLOBAL TRADE AGREEMENTS",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"As artificial intelligence (AI) continues to revolutionize global trade, it brings with it a host of legal complexities that challenge traditional frameworks within international trade agreements. This abstract explores the emerging problem of integrating AI into global trade agreements, identifies its purpose in addressing these challenges, highlights existing research gaps, and outlines the structure of the study. The proliferation of AI technologies in global trade presents a myriad of legal challenges, including issues related to intellectual property rights, data protection, liability, and regulatory frameworks. Existing international trade agreements often lack specific provisions addressing AI, leading to ambiguity and inconsistency in legal interpretation. Moreover, the rapid pace of technological advancement outpaces the ability of legal frameworks to adapt, exacerbating the problem. The purpose of this study is to analyze the legal complexities arising from the integration of AI into global trade agreements and to propose potential solutions for addressing these challenges. By examining existing legal frameworks, case studies, and scholarly literature, this research aims to provide insights into the development of AI-inclusive trade policies that foster innovation while safeguarding against potential risks and inequalities. While there is a growing body of literature addressing the intersection of AI and various legal domains, such as ethics, privacy, and labor law, there remains a notable gap in the understanding of how AI impacts international trade agreements specifically. Existing research primarily focuses on domestic regulatory frameworks, leaving a dearth of comprehensive analysis on the implications of AI for global trade governance. This study seeks to fill this gap by exploring the unique legal challenges posed by AI in the context of international trade agreements. This study will begin by providing an overview of the current landscape of AI technologies and their applications in global trade. It will then analyze the existing legal frameworks within international trade agreements and identify areas of ambiguity and inconsistency concerning AI. Subsequently, the study will explore case studies and examples of AI implementation in trade, examining the legal implications and challenges encountered. Finally, the research will propose recommendations and policy guidelines for integrating AI into future trade agreements, ensuring coherence, fairness, and adaptability in the face of technological innovation.&#x0D; Keywords: Law, Business Law, Legal, Artificial Intelligence, Trade Agreement.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy","https://doi.org/10.51594/ijarss.v6i4.987",NA,NA,NA
"rayyan-100677840","A taxonomy of green governance: A qualitative and quantitative analysis towards sustainable development",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: policy | USER-NOTES: {""Maria""=>[""It is undeniable that our environment is constantly evolving and citizens are facing new issues and challenges related to the environment around the world. Green governance is essential to achieve the goals agreed upon by local and global governments. The concept of green governance makes it possible to understand the integration of the actors of each governance form during decision-making. In this article, we identify the research gap and propose a taxonomy of green governance for sustainable development. We used factor analysis to construct the taxonomy of green governance. We also proposed the critical influencing factors of green governance to build sustainable development. "", ""To evaluate the importance of green governance for reducing CO2 emissions and other energy-related consumption, this study conducted two case studies with empirical analysis on the OECD Indian dataset of green growth indicators. The Indian green growth indicators are predicted using a machine learning technique that employs linear digression, support vector machine (SVM), and Gaussian process. The analysis shows that the taxonomy of green governance—global governance, adaptive governance, climate governance, ecological governance, self-governance, energy governance, and information technology (IT) governance—are related to each other and can work on the same objective by pursuing different activities."", ""In addition, the case study analysis shows that the SVM is the superior technique in terms of predicting the time series data in this study. Based on the analysis, this study suggest that green governance is vital for achieving global sustainable goals for future growth, and policy-makers should keep this in mind when making environmental policy decisions.""]}","https://doi.org/10.1016/j.scs.2022.103693",NA,NA,NA
