"key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"rayyan-100676944","Environmental drivers and spatial prediction of forest fires in the Western Ghats biodiversity hotspot, India: An ensemble machine learning approach",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"In ecologically sensitive areas like the Western Ghats, fire is largely considered to be the most significant management concern. Therefore, identifying and predicting the fire susceptible areas is crucial for managing protected area networks. In this study, we investigated the factors affecting forest fires and modelled the fire susceptibility in a human-dominated landscape in the central Western Ghats, India, by employing remote sensing, geographic information systems and machine learning techniques. We used six machine learning models (MLMs), including artificial neural network, random forest, generalized linear model, maximum entropy, multivariate adaptive regression splines, gradient boosting machine and the ensemble model, to relate the occurrence data of fires to 14 predictor variables categorized as climate, topography, vegetation, and anthropogenic disturbances to generate fire susceptibility maps. The area under the receiver operating characteristic (AUC-ROC), true skill statistic (TSS) curves, accuracy and continuous Boyce index (CBI) were used to assess the model's accuracy. We found that all models achieved acceptable performance while validating the independent test data. However, ensemble model had the best overall performance with an AUC-ROC = 0.93; TSS = 0.72; ACCURACY = 0.89; and CBI = 0.95. The land-use and land-cover, and the distance to the agricultural fields and settlements were the key determinants of fire occurrences in the study area based on the ensemble model. The results showed that the landscape has a high to very high fire risk for about 26.5% of the total area. Forest fires have mostly occurred in the northeastern regions of the landscape, which are dominated by deciduous forests and plantations, whereas western regions are less susceptible to fires. Finally, we developed an ensemble-based fire susceptibility map with a resolution of 10 m that may be used as a tool for the prevention of forest fires. Further, it aids the relevant authorities in mitigating the disastrous effects and safeguarding the environment. The results demonstrated that ensemble-based MLMs can be employed effectively for fire prediction in other regions.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: hazard,climate","https://doi.org/10.1016/j.foreco.2023.121057",NA,NA,NA
"rayyan-100676950","Prediction of maximum air temperature for defining heat wave in Rajasthan and Karnataka states of India using machine learning approach",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: hazard,climate | USER-NOTES: {""Maria""=>[""Temperature rise, associated with global warming, has increased the severity and frequency of heat waves around the world. Rajasthan and Karnataka are two major states of India and these have been facing frequent heat waves in the past few years. The present study used machine learning approach to predict the maximum air temperature (AT) for defining the heat wave occurrences in these two states. The analysis was based on the monthly data of 13 parameters, collected from NASA's Giovanni and ERA5 reanalysis data during the summer season for the past 10-years (2013–2022). The data obtained were at different resolutions, which was resampled to 5 km × 5 km spatial resolution. Pearson's correlation and sensitivity analysis were used to check the dominant input parameters. Three machine learning approaches were used in the study: multiple linear regression (MLR), support vector regression (SVR), and random forest (RF)."", ""3-fold cross validation was used to evaluate the model performance. The data was divided into three periods for the purpose of testing, training and validation. It was observed that the maximum AT in both states was above the limits of IMD criteria for defining heat wave occurrences. The performance of the models was evaluated using statistical metrics, comprising of root mean square error (RMSE) and coefficient of determination (R2). Good correlation of AT with land surface temperature (LST), black carbon (BC), AOD, and CO was found for both the states. AT was found to be more sensitive to the change in LST and BC compared to other parameters. The machine learning results indicated that RF outperformed MLR and SVR in predicting AT in both states."", "" The adjusted R2 was 0.90 and 0.92, for Rajasthan and Karnataka, respectively while RMSE was 2.36% and 1.44%, for Rajasthan and Karnataka, respectively. Overall, the study shows that machine learning-based approaches can predict maximum AT for defining heat wave conditions with high accuracy. The study can have significantly applications in different fields like climate modelling studies, urban planning and infrastructure, agriculture etc. and it can help to implement appropriate measures to mitigate the adverse impacts of temperature rise.""]}","https://doi.org/10.1016/j.rsase.2023.101048",NA,NA,NA
"rayyan-100676954","LSTM-CM: a hybrid approach for natural drought prediction based on deep learning and climate models",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: hazard,climate | USER-NOTES: {""Maria""=>[""Droughts cause severe damage to the economy, society, and environment. Drought forecasting plays an important role in establishing mitigation drought damage plans. In this study, a hybrid model involving long short-term memory and a climate model (LSTM-CM) is constructed for drought prediction. LSTM-CM was compared to the long short-term model stand-alone (LSTM-SA) and climate prediction model GloSea5 (GS5). The performance of models was evaluated based on the Pearson correlation coefficient (CC), mean absolute error (MAE), root mean squared error (RMSE), and skill score (SS). GS5 displayed physical robustness in predictions and did not reduce the amplitude or shift results."", ""However, GS5 prediction tends to have a large bias caused by the inputs, model structure, and parameters. The MAEs of GS5 at 1, 2 and 3 months (0.41, 0.68, and 0.89) were higher than those of LSTM-SA (0.38, 0.61, and 0.89). The LSTM-SA reduced bias, but predictions were characterized by shifts, small variance, and failure to capture drought occurrences in long-lead-time cases. LSTM-CM yielded enhanced drought predictions by encompassing the low bias of LSTM-SA and the physical process simulation ability of GS5; thus, it inherited the good features of these models and limited the poor features. The SS values based on the CC, MAE, and RMSE of LSTM-CM compared to those of GS5 for 1-, 2-, and 3-month lead time predictions were improved from 29.17 to 54.29, 22.47 to 34.15, and 1.75 to 35.09%, respectively. LSTM-CM can accurately detect drought events and displayed less uncertainty in prediction than LSTM-SA and GS5.""]}","https://doi.org/10.1007/s00477-022-02378-w",NA,NA,NA
"rayyan-100676972","SBAS-InSAR based validated landslide susceptibility mapping along the Karakoram Highway: a case study of Gilgit-Baltistan, Pakistan",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Geological settings of the Karakoram Highway (KKH) increase the risk of natural disasters, threatening its regular operations. Predicting landslides along the KKH is challenging due to limitations in techniques, a challenging environment, and data availability issues. This study uses machine learning (ML) models and a landslide inventory to evaluate the relationship between landslide events and their causative factors. For this, Extreme Gradient Boosting (XGBoost), Random Forest (RF), Artificial Neural Network (ANN), Naive Bayes (NB), and K Nearest Neighbor (KNN) models were used. A total of 303 landslide points were used to create an inventory, with 70% for training and 30% for testing. Susceptibility mapping used Fourteen landslide causative factors. The area under the curve (AUC) of a receiver operating characteristic (ROC) is employed to compare the accuracy of the models. The deformation of generated models in susceptible regions was evaluated using SBAS-InSAR (Small-Baseline subset-Interferometric Synthetic Aperture Radar) technique. The sensitive regions of the models showed elevated line-of-sight (LOS) deformation velocity. The XGBoost technique produces a superior Landslide Susceptibility map (LSM) for the region with the integration of SBAS-InSAR findings. This improved LSM offers predictive modeling for disaster mitigation and gives a theoretical direction for the regular management of KKH.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: hazard,climate","https://doi.org/10.1038/s41598-023-30009-z",NA,NA,NA
"rayyan-100676979","A systematic review of natural language processing applications for hydrometeorological hazards assessment",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Natural language processing (NLP) is a promising tool for collecting data that are usually hard to obtain during extreme weather, like community response and infrastructure performance. Patterns and trends in abundant data sources such as weather reports, news articles, and social media may provide insights into potential impacts and early warnings of impending disasters. This paper reviews the peer-reviewed studies (journals and conference proceedings) that used NLP to assess extreme weather events, focusing on heavy rainfall events. The methodology searches four databases (ScienceDirect, Web of Science, Scopus, and IEEE Xplore) for articles published in English before June 2022. The preferred reporting items for systematic reviews and meta-analysis reviews and meta-analysis guidelines were followed to select and refine the search. The method led to the identification of thirty-five studies. In this study, hurricanes, typhoons, and flooding were considered. NLP models were implemented in information extraction, topic modeling, clustering, and classification. The findings show that NLP remains underutilized in studying extreme weather events. The review demonstrated that NLP could potentially improve the usefulness of social media platforms, newspapers, and other data sources that could improve weather event assessment. In addition, NLP could generate new information that should complement data from ground-based sensors, reducing monitoring costs. Key outcomes of NLP use include improved accuracy, increased public safety, improved data collection, and enhanced decision-making are identified in the study. On the other hand, researchers must overcome data inadequacy, inaccessibility, nonrepresentative and immature NLP approaches, and computing skill requirements to use NLP properly.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: hazard,climate","https://doi.org/10.1007/s11069-023-05842-0",NA,NA,NA
"rayyan-100676982","Deep Learning and Machine Learning Models for Landslide Susceptibility Mapping with Remote Sensing Data",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Karakoram Highway (KKH) is an international route connecting South Asia with Central Asia and China that holds socio-economic and strategic significance. However, KKH has extreme geological conditions that make it prone and vulnerable to natural disasters, primarily landslides, posing a threat to its routine activities. In this context, the study provides an updated inventory of landslides in the area with precisely measured slope deformation (Vslope), utilizing the SBAS-InSAR (small baseline subset interferometric synthetic aperture radar) and PS-InSAR (persistent scatterer interferometric synthetic aperture radar) technology. By processing Sentinel-1 data from June 2021 to June 2023, utilizing the InSAR technique, a total of 571 landslides were identified and classified based on government reports and field investigations. A total of 24 new prospective landslides were identified, and some existing landslides were redefined. This updated landslide inventory was then utilized to create a landslide susceptibility model, which investigated the link between landslide occurrences and the causal variables. Deep learning (DL) and machine learning (ML) models, including convolutional neural networks (CNN 2D), recurrent neural networks (RNNs), random forest (RF), and extreme gradient boosting (XGBoost), are employed. The inventory was split into 70% for training and 30% for testing the models, and fifteen landslide causative factors were used for the susceptibility mapping. To compare the accuracy of the models, the area under the curve (AUC) of the receiver operating characteristic (ROC) was used. The CNN 2D technique demonstrated superior performance in creating the landslide susceptibility map (LSM) for KKH. The enhanced LSM provides a prospective modeling approach for hazard prevention and serves as a conceptual reference for routine management of the KKH for risk assessment and mitigation.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: hazard,climate","https://doi.org/10.3390/rs15194703",NA,NA,NA
"rayyan-100676984","A comparative study of Machine Learning and Deep Learning methods for flood forecasting in the Far-North region, Cameroon",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Flood crises are the consequence of climate change and global warming, which lead to an increase in the frequency and intensity of heavy rainfall. Floods are, and remain, natural disasters that result in huge loss of lives and material damage. Flood risks threaten all countries of the globe in general. The Far-North region of Cameroon has suffered of flood crises on several occasions, resulting in significant loss of human lives, infrastructural and socio-economic damage, with the destruction of homes, crops and grazing areas, and the halting of economic activities. The models used for flood forecasting in this region are generally physical-based, and produce unsatisfactory results. The use of artificial intelligence based methods for flood forecasting in order to limit its consequences is a way to be explored in the Far-North region of Cameroon. The aims of the present research work is to design and compare the performance of Machine Learning and Deep Learning based models such as one dimensional Convolutional Neural Network, Long and Short Term Memory and Multi Layer Perceptron for short-term and long-term flood forecasting in the Far-North region of Cameroon. The models designed take as input the temperature and rainfall time series recorded in this region. Performance criteria used for evaluating models are Nash–SutcliffeEfficiency, Percent Bias, Coefficient of Determination and Root Mean Squared Error. As the results of the design and performance comparison of the models, the best model for short-term flood forecasting is the LSTM model , and the best model for long-term flood forecasting is still the LSTM model. The best models obtained from the comparisons have satisfactory performance and good generalization capabilities, as reflected by the performance criteria. The results of our research work can be used for implementation of floods warning systems and for definition of an effective and efficient flood risk management policies in order to make the Far-North region of Cameroon more resilient to flood crises.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: climate","https://doi.org/10.1016/j.sciaf.2023.e02053",NA,NA,NA
"rayyan-100676985","A New Graph-Based Deep Learning Model to Predict Flooding with Validation on a Case Study on the Humber River",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Floods are one of the most lethal natural disasters. It is crucial to forecast the timing and evolution of these events and create an advanced warning system to allow for the proper implementation of preventive measures. This work introduced a new graph-based forecasting model, namely, graph neural network sample and aggregate (GNN-SAGE), to estimate river flooding. It then validated the proposed model in the Humber River watershed in Ontario, Canada. Using past precipitation and stage data from reference and neighboring stations, the proposed GNN-SAGE model could estimate the river stage for flooding events up to 24 h ahead, improving its forecasting performance by an average of 18% compared with the persistence model and 9% compared with the graph-based model residual gated graph convolutional network (GNN-ResGated), which were used as baselines. Furthermore, GNN-SAGE generated smaller errors than those reported in the current literature. The Shapley additive explanations (SHAP) revealed that prior data from the reference station was the most significant factor for all prediction intervals, with seasonality and precipitation being more influential for longer-range forecasts. The findings positioned the proposed GNN-SAGE model as a cutting-edge solution for flood forecasting and a valuable resource for devising early flood-warning systems.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: hazard,climate","https://doi.org/10.3390/w15101827",NA,NA,NA
"rayyan-100676986","IoT-Driven Image Recognition for Microplastic Analysis in Water Systems using Convolutional Neural Networks",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: anthropocene | USER-NOTES: {""Maria""=>[""Microplastic pollution in water systems is growing, requiring novel detection and analysis methods. This research presents an Internet of Things (IoT)-driven image identification system using Convolutional Neural Networks (CNNs) to detect and quantify microplastics in water samples. The suggested method is more scalable and responsive due to IoT real-time data capture and remote monitoring of water infrastructure. An innovative CNN architecture for image processing allows the system to accurately identify micro plastics. The CNN model is trained and validated using a large dataset of micro plastic-containing water samples. The trained model can recognize various sizes, shapes, and colors of micro plastics, making it responsive to different environmental situations."", ""The IoT architecture also allows image recognition modules in dispersed sensor nodes to cover water systems. Extensive studies prove the system can analyze vast amounts of image data quickly and reliably. Edge computing also minimizes latency and improves micro plastic analysis system responsiveness. The suggested IoT-driven image recognition method for continuous micro plastic pollution monitoring and evaluation in water systems seems promising. Scalability, realtime capabilities, and accuracy make it useful for environmental monitoring agencies and academics trying to reduce microplastics’ influence on aquatic ecosystems. This system advances IoT applications in environmental and pollution management.""]}","https://doi.org/10.1109/ic457434.2024.10486490",NA,NA,NA
"rayyan-100676987","AI-enabled strategies for climate change adaptation: protecting communities, infrastructure, and businesses from the impacts of climate change",NA,1,1,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,"Abstract Climate change is one of the most pressing global challenges we face today. The impacts of rising temperatures, sea levels, and extreme weather events are already being felt around the world and are only expected to worsen in the coming years. To mitigate and adapt to these impacts, we need innovative, data-driven solutions. Artificial intelligence (AI) has emerged as a promising tool for climate change adaptation, offering a range of capabilities that can help identify vulnerable areas, simulate future climate scenarios, and assess risks and opportunities for businesses and infrastructure. With the ability to analyze large volumes of data from climate models, satellite imagery, and other sources, AI can provide valuable insights that can inform decision-making and help us prepare for the impacts of climate change. However, the use of AI in climate change adaptation also raises important ethical considerations and potential biases that must be addressed. As we continue to develop and deploy these solutions, it is crucial to ensure that they are transparent, fair, and equitable. In this context, this article explores the latest innovations and future directions in AI-enabled climate change adaptation strategies, highlighting both the potential benefits and the ethical considerations that must be considered. By harnessing the power of AI for climate change adaptation, we can work towards a more resilient, sustainable, and equitable future for all.","RAYYAN-INCLUSION: {""Erik""=>""Included""} | RAYYAN-LABELS: climate","https://doi.org/10.1007/s43762-023-00100-2",NA,NA,NA
